index	video	video_path	duration	domain	candidates	sub_category	task_type	subtitle_path	question	answer	prediction	score
716	VnvG08masio	./video/VnvG08masio.mp4	short	Life Record	['A. Light brown.', 'B. Light blue.', 'C. Light yellow.', 'D. Light green.']	Food	Attribute Perception	./subtitle/VnvG08masio.srt	What is the color of the laughing grandmother's attire in the video?	D	B	0.0
717	4twBzf6ngSc	./video/4twBzf6ngSc.mp4	short	Life Record	['A. Destruction of illegal food at port.', 'B. How is the juice sold at the port made.', 'C. What kind of food do people bring into the port.', 'D. What do people eat in the harbor.']	Food	Information Synopsis	./subtitle/4twBzf6ngSc.srt	Which of the following best describes the topic of the video?	A	A	1.0
718	4twBzf6ngSc	./video/4twBzf6ngSc.mp4	short	Life Record	['A. Flush down the drain.', 'B. Burn up.', 'C. Freezing.', 'D. Grind.']	Food	Object Reasoning	./subtitle/4twBzf6ngSc.srt	How is the food in the video destroyed?	D	A	0.0
719	4twBzf6ngSc	./video/4twBzf6ngSc.mp4	short	Life Record	['A. Animal.', 'B. Agriculture.', 'C. Airport.', 'D. Human.']	Food	OCR Problems	./subtitle/4twBzf6ngSc.srt	What are the potential risks associated with exotic animal diseases according to the bulletin board in the video?	B	B	1.0
720	jb-To6qJcxU	./video/jb-To6qJcxU.mp4	short	Life Record	['A. Green.', 'B. Red.', 'C. Blue.', 'D. Black.']	Fashion	Attribute Perception	./subtitle/jb-To6qJcxU.srt	What color is the woman's manicure in the video?	C	C	1.0
721	jb-To6qJcxU	./video/jb-To6qJcxU.mp4	short	Life Record	['A. 3.', 'B. 5.', 'C. 7.', 'D. 1.']	Fashion	Counting Problem	./subtitle/jb-To6qJcxU.srt	How many earrings does the woman in the video have on her left ear?	C	A	0.0
722	jb-To6qJcxU	./video/jb-To6qJcxU.mp4	short	Life Record	['A. How to paint.', 'B. How to makeup.', 'C. How to sing.', 'D. How to act.']	Fashion	Information Synopsis	./subtitle/jb-To6qJcxU.srt	What is this video about?	B	B	1.0
723	lokFoo_QD8c	./video/lokFoo_QD8c.mp4	short	Life Record	['A. Primer, BB cream, eyeshadow, mascara, highlighter, contour, blush, lipstick.', 'B. Primer, BB cream, highlighter, mascara, eyeshadow, contour, blush, lipstick.', 'C. BB cream, primer, eyeshadow, mascara, highlighter, blush, contour, lipstick.', 'D. BB cream, primer, eyeshadow, highlighter, mascara, contour, blush, lipstick.']	Fashion	Temporal Reasoning	./subtitle/lokFoo_QD8c.srt	Which of the following is the correct order of cosmetics used in the video?	D	A	0.0
724	lokFoo_QD8c	./video/lokFoo_QD8c.mp4	short	Life Record	['A. 959.', 'B. 656.', 'C. 858.', 'D. 666.']	Fashion	OCR Problems	./subtitle/lokFoo_QD8c.srt	What is the number of the first lipstick she used?	B	B	1.0
725	lokFoo_QD8c	./video/lokFoo_QD8c.mp4	short	Life Record	['A. Dining room.', 'B. Bathroom.', 'C. Kitchen.', 'D. Bedroom.']	Fashion	Spatial Reasoning	./subtitle/lokFoo_QD8c.srt	Where was the video most likely shot?	B	B	1.0
726	pwVJizpCuDQ	./video/pwVJizpCuDQ.mp4	short	Life Record	['A. Green.', 'B. Yellow.', 'C. Red.', 'D. Blue.']	Fashion	Attribute Perception	./subtitle/pwVJizpCuDQ.srt	What color is the bicycle parked against the wall?	A	A	1.0
727	pwVJizpCuDQ	./video/pwVJizpCuDQ.mp4	short	Life Record	['A. 1.', 'B. 3.', 'C. 5.', 'D. 7.']	Fashion	Counting Problem	./subtitle/pwVJizpCuDQ.srt	How many outfits did the female protagonist change in total in the video?	C	B	0.0
728	pwVJizpCuDQ	./video/pwVJizpCuDQ.mp4	short	Life Record	['A. A green suit with a purple blouse.', 'B. A sleeveless, bright pink dress.', 'C. A bright blue blouse with a long, red cape.', 'D. A bright yellow coat.']	Fashion	Object Recognition	./subtitle/pwVJizpCuDQ.srt	What is the woman wearing when standing in front of the mirror?	A	A	1.0
729	9v9NHoTXc-Q	./video/9v9NHoTXc-Q.mp4	short	Life Record	['A. Bright blue.', 'B. Black and white.', 'C. Dark purple.', 'D. Grey.']	Fashion	Attribute Perception	./subtitle/9v9NHoTXc-Q.srt	What color are the shoes worn by the boy with the white hat?	A	A	1.0
730	9v9NHoTXc-Q	./video/9v9NHoTXc-Q.mp4	short	Life Record	['A. Chair.', 'B. Sofa.', 'C. Record player.', 'D. Stair.']	Fashion	Spatial Perception	./subtitle/9v9NHoTXc-Q.srt	Which of the following objects is the pink satin high-heeled shoe placed on in the video?	C	C	1.0
731	9v9NHoTXc-Q	./video/9v9NHoTXc-Q.mp4	short	Life Record	['A. House party.', 'B. Home decoration.', 'C. Fashion advertising.', 'D. Hide-and-seek.']	Fashion	Information Synopsis	./subtitle/9v9NHoTXc-Q.srt	What is this video about?	C	C	1.0
732	ZO12ZY38FEw	./video/ZO12ZY38FEw.mp4	short	Life Record	['A. A double-breasted beige coat.', 'B. A red and white varsity-style jacket.', 'C. A denim shirt with sparkles on the shoulders.', 'D. An open, red plaid shirt with a relaxed fit.']	Fashion	Object Recognition	./subtitle/ZO12ZY38FEw.srt	Which outfit is the male protagonist wearing on the train in the video?	C	C	1.0
733	ZO12ZY38FEw	./video/ZO12ZY38FEw.mp4	short	Life Record	['A. Trombone.', 'B. Flute.', 'C. Trumpet.', 'D. French horn.']	Fashion	Object Recognition	./subtitle/ZO12ZY38FEw.srt	Which musical instrument did the man play upon entering the classroom?	C	C	1.0
734	ZO12ZY38FEw	./video/ZO12ZY38FEw.mp4	short	Life Record	['A. 1.', 'B. 3.', 'C. 5.', 'D. 7.']	Fashion	Counting Problem	./subtitle/ZO12ZY38FEw.srt	How many outfits did the male protagonist change in total in the video?	C	C	1.0
735	frX8GujpmkI	./video/frX8GujpmkI.mp4	short	Life Record	['A. Solemn.', 'B. Enjoyable.', 'C. Heartbroken.', 'D. Anxious.']	Fashion	Spatial Reasoning	./subtitle/frX8GujpmkI.srt	What is the emotion of the video?	B	B	1.0
736	frX8GujpmkI	./video/frX8GujpmkI.mp4	short	Life Record	['A. A two-piece outfit with a blue, red and white pattern.', 'B. A sheer, flowing, yellow dress.', 'C. A dark-colored blouse and a floral print skirt.', 'D. A long, beige dress with a relaxed, flowing silhouette.']	Fashion	Object Recognition	./subtitle/frX8GujpmkI.srt	What is the woman wearing with a light green striped handbag in the video?	C	C	1.0
737	frX8GujpmkI	./video/frX8GujpmkI.mp4	short	Life Record	['A. 3.', 'B. 2.', 'C. 4.', 'D. 5.']	Fashion	Counting Problem	./subtitle/frX8GujpmkI.srt	At the end of the video, how many people are there on the staircase along a coastal hillside?	D	D	1.0
738	uVR-DZQuRbM	./video/uVR-DZQuRbM.mp4	short	Life Record	['A. Eye pencil designer.', 'B. Makeup artist.', 'C. Model agent.', 'D. Company manager.']	Fashion	Object Reasoning	./subtitle/uVR-DZQuRbM.srt	What is the role of the man speaking in the video?	B	B	1.0
739	uVR-DZQuRbM	./video/uVR-DZQuRbM.mp4	short	Life Record	['A. The eyebrow edges are very sharp.', 'B. This look is very suitable for models with special face shapes.', 'C. There is an eyeliner on each of the upper and lower eyelids, and they do not intersect each other.', 'D. This makeup style does not require a foundation and is very white.']	Fashion	Object Recognition	./subtitle/uVR-DZQuRbM.srt	What are the characteristics of the makeup in the video?	C	A	0.0
740	uVR-DZQuRbM	./video/uVR-DZQuRbM.mp4	short	Life Record	['A. Light yellow.', 'B. White.', 'C. Pink.', 'D. Black.']	Fashion	Attribute Perception	./subtitle/uVR-DZQuRbM.srt	What is the color of the sponge ball used for applying foundation in the video?	D	B	0.0
741	6NVr0cNiHPM	./video/6NVr0cNiHPM.mp4	short	Life Record	['A. 7.', 'B. 8.', 'C. 10.', 'D. 9.']	Fashion	Counting Problem	./subtitle/6NVr0cNiHPM.srt	How many items are stored in the box displayed at the beginning of the video?	C	B	0.0
742	6NVr0cNiHPM	./video/6NVr0cNiHPM.mp4	short	Life Record	['A. Face serum, toner, eye cream, face cream.', 'B. Toner, face serum, eye cream, face cream.', 'C. Face serum, toner, face cream, eye cream.', 'D. Toner, face serum, face cream, eye cream.']	Fashion	Temporal Reasoning	./subtitle/6NVr0cNiHPM.srt	What is the order of skincare products used before makeup in the video?	D	D	1.0
743	6NVr0cNiHPM	./video/6NVr0cNiHPM.mp4	short	Life Record	['A. Shadow brush.', 'B. Ring finger.', 'C. Cotton pad.', 'D. Face brush.']	Fashion	Object Recognition	./subtitle/6NVr0cNiHPM.srt	What is used to apply eye cream in the video?	B	B	1.0
744	OGQ7KwUXuBk	./video/OGQ7KwUXuBk.mp4	short	Life Record	['A. A strapless, form-fitting dress adorned with sequins.', 'B. A mint green dress with a strapless design.', 'C. An elegant black dress with long sleeves.', 'D. A striking green dress with a large, ruffled detail.']	Fashion	Object Recognition	./subtitle/OGQ7KwUXuBk.srt	What is the pregnant woman wearing in the video?	C	D	0.0
745	OGQ7KwUXuBk	./video/OGQ7KwUXuBk.mp4	short	Life Record	['A. Red Carpet at the Oscars.', 'B. Fashion show.', 'C. Press conference.', 'D. Film set.']	Fashion	Spatial Reasoning	./subtitle/OGQ7KwUXuBk.srt	Where did the video take place?	A	A	1.0
746	OGQ7KwUXuBk	./video/OGQ7KwUXuBk.mp4	short	Life Record	['A. 13.', 'B. 12.', 'C. 8.', 'D. 4.']	Fashion	OCR Problems	./subtitle/OGQ7KwUXuBk.srt	"What is the total number of nominations received by the movie ""Oppenheimer""?"	A	A	1.0
747	2iHmlBmLKUE	./video/2iHmlBmLKUE.mp4	short	Life Record	['A. How to apply perfume.', 'B. How the perfume smells.', 'C. How to refill perfume.', 'D. How to choose a right perfume.']	Fashion	Information Synopsis	./subtitle/2iHmlBmLKUE.srt	Which topic does the video cover?	C	C	1.0
748	2iHmlBmLKUE	./video/2iHmlBmLKUE.mp4	short	Life Record	['A. 150mL.', 'B. 100mL.', 'C. 50mL.', 'D. 25mL.']	Fashion	Object Reasoning	./subtitle/2iHmlBmLKUE.srt	What is the capacity of the refill if the capacity of a bottle of perfume is 50mL?	B	C	0.0
749	2iHmlBmLKUE	./video/2iHmlBmLKUE.mp4	short	Life Record	['A. Rounded.', 'B. Triangular.', 'C. Asymmetrical.', 'D. Rectangular.']	Fashion	Attribute Perception	./subtitle/2iHmlBmLKUE.srt	Which of the following best describes the shape of the perfume bottle?	B	B	1.0
750	1sTQOxXFO44	./video/1sTQOxXFO44.mp4	short	Life Record	['A. Cleaning the floor.', 'B. Eating a meal.', 'C. Ironing clothes.', 'D. Cooking.']	Daily Life	Action Recognition	./subtitle/1sTQOxXFO44.srt	Which daily activity is not shown in the video?	B	B	1.0
751	1sTQOxXFO44	./video/1sTQOxXFO44.mp4	short	Life Record	['A. To play cell phone.', 'B. To play games.', 'C. To watch TV.', 'D. To read a book.']	Daily Life	Action Recognition	./subtitle/1sTQOxXFO44.srt	What is the woman sitting on the floor ready to do at the end of the video?	C	C	1.0
752	1sTQOxXFO44	./video/1sTQOxXFO44.mp4	short	Life Record	['A. Frying an egg.', 'B. Using a cup to catch water.', 'C. Washing her clothes.', 'D. Cutting a watermelon.']	Daily Life	Temporal Perception	./subtitle/1sTQOxXFO44.srt	After cleaning her floor in the video, what did the woman do next?	A	D	0.0
753	RP1AL2DU6vQ	./video/RP1AL2DU6vQ.mp4	short	Life Record	['A. By bus.', 'B. By driving a car.', 'C. By biking.', 'D. By walking.']	Daily Life	Action Recognition	./subtitle/RP1AL2DU6vQ.srt	In the video, what is the primary mode of transportation for the boys to get to school?	D	D	1.0
754	RP1AL2DU6vQ	./video/RP1AL2DU6vQ.mp4	short	Life Record	['A. 2.', 'B. 3.', 'C. 1.', 'D. 4.']	Daily Life	Counting Problem	./subtitle/RP1AL2DU6vQ.srt	How many people in total can be seen in the video sitting at the table eating breakfast?	B	B	1.0
755	RP1AL2DU6vQ	./video/RP1AL2DU6vQ.mp4	short	Life Record	['A. 10:45.', 'B. 10:15.', 'C. 8:30.', 'D. 8:00.']	Daily Life	OCR Problems	./subtitle/RP1AL2DU6vQ.srt	In the video, at what time do classes begin at the boys' school?	C	C	1.0
756	kePBvNotYy4	./video/kePBvNotYy4.mp4	short	Life Record	['A. Drive a car.', 'B. Walk.', 'C. Biking.', 'D. By bus.']	Daily Life	Action Recognition	./subtitle/kePBvNotYy4.srt	What is the mode of transportation for the woman in the video to get to work?	A	A	1.0
757	kePBvNotYy4	./video/kePBvNotYy4.mp4	short	Life Record	['A. Feed her dog.', 'B. Dry her hair.', 'C. Take a shower.', 'D. Eat breakfast.']	Daily Life	Action Recognition	./subtitle/kePBvNotYy4.srt	What does the woman in the video do after brushing her teeth?	C	C	1.0
758	kePBvNotYy4	./video/kePBvNotYy4.mp4	short	Life Record	['A. More than 30 minutes and less than 1 hour.', 'B. A little less than 30 minutes.', 'C. More than 1 hour.', 'D. Less than 10 minutes.']	Daily Life	Counting Problem	./subtitle/kePBvNotYy4.srt	How long does it take for the girl in the video to get from home to work?	B	A	0.0
759	lk2ics_YImU	./video/lk2ics_YImU.mp4	short	Life Record	['A. Car.', 'B. Bus.', 'C. Train.', 'D. Bike.']	Daily Life	Action Recognition	./subtitle/lk2ics_YImU.srt	What kind of transportation does the boy in the video take to and from school?	C	C	1.0
760	lk2ics_YImU	./video/lk2ics_YImU.mp4	short	Life Record	['A. Math class.', 'B. Science class.', 'C. Music class.', 'D. English class.']	Daily Life	Object Recognition	./subtitle/lk2ics_YImU.srt	What is the second class the boys are taking in the video?	A	A	1.0
761	lk2ics_YImU	./video/lk2ics_YImU.mp4	short	Life Record	['A. Schoolbag.', 'B. Guitar.', 'C. Drum kit.', 'D. Laptop.']	Daily Life	Object Recognition	./subtitle/lk2ics_YImU.srt	Which item did not appear in the video?	D	D	1.0
762	CQUphYL0vY8	./video/CQUphYL0vY8.mp4	short	Life Record	['A. Drive to work.', 'B. Boxing exercise.', 'C. Have breakfast with colleagues.', 'D. Running exercise.']	Daily Life	Action Recognition	./subtitle/CQUphYL0vY8.srt	What is the first thing the heroine in the video does after going out in the morning?	B	B	1.0
763	CQUphYL0vY8	./video/CQUphYL0vY8.mp4	short	Life Record	['A. 2.', 'B. 4.', 'C. 3.', 'D. 5.']	Daily Life	Counting Problem	./subtitle/CQUphYL0vY8.srt	How many meals did the woman in the video have with other people?	C	A	0.0
764	CQUphYL0vY8	./video/CQUphYL0vY8.mp4	short	Life Record	['A. Curb.', 'B. Her home.', 'C. Her company.', 'D. Restaurant.']	Daily Life	Spatial Reasoning	./subtitle/CQUphYL0vY8.srt	Where did the heroine in the video change into high heels?	A	A	1.0
765	aFfMGy94sjE	./video/aFfMGy94sjE.mp4	short	Life Record	['A. The daily work of a prosecutor.', 'B. The daily law enforcement process of the police.', 'C. The daily work of a prison guard.', 'D. The daily work of a police records specialist.']	Daily Life	Information Synopsis	./subtitle/aFfMGy94sjE.srt	What is the video mainly about?	D	D	1.0
766	aFfMGy94sjE	./video/aFfMGy94sjE.mp4	short	Life Record	['A. Britain.', 'B. Canada.', 'C. America.', 'D. Australia.']	Daily Life	Attribute Perception	./subtitle/aFfMGy94sjE.srt	What country is the lady in the video from?	B	B	1.0
767	aFfMGy94sjE	./video/aFfMGy94sjE.mp4	short	Life Record	['A. Arresting a suspect.', 'B. Having a lunch.', 'C. Working at the computer.', 'D. Shopping in the store.']	Daily Life	Action Recognition	./subtitle/aFfMGy94sjE.srt	Which activity is shown in the video?	C	C	1.0
768	s-lM2uwiwyQ	./video/s-lM2uwiwyQ.mp4	short	Life Record	['A. By driving a car.', 'B. By bus.', 'C. By subway.', 'D. By walking.']	Daily Life	Action Recognition	./subtitle/s-lM2uwiwyQ.srt	What is the lady's mode of transport to work in the video?	A	A	1.0
769	s-lM2uwiwyQ	./video/s-lM2uwiwyQ.mp4	short	Life Record	['A. Taking pulse.', 'B. Taking body temperature.', 'C. Measuring blood pressure.', 'D. Testing blood sugar.']	Daily Life	Action Recognition	./subtitle/s-lM2uwiwyQ.srt	Which of these tests does the lady shown in the video perform on the patient NOT include?	D	D	1.0
770	s-lM2uwiwyQ	./video/s-lM2uwiwyQ.mp4	short	Life Record	['A. 2.', 'B. 1.', 'C. 3.', 'D. 0.']	Daily Life	Counting Problem	./subtitle/s-lM2uwiwyQ.srt	How many people are shown having lunch with the woman in the video?	B	B	1.0
771	ZfNSxRiYfZQ	./video/ZfNSxRiYfZQ.mp4	short	Life Record	['A. Black.', 'B. Blue.', 'C. White.', 'D. Yellow.']	Daily Life	Attribute Perception	./subtitle/ZfNSxRiYfZQ.srt	What color are the shoes the man in the video is wearing during his run?	C	C	1.0
772	ZfNSxRiYfZQ	./video/ZfNSxRiYfZQ.mp4	short	Life Record	['A. Bench press.', 'B. Seated row.', 'C. Leg press.', 'D. Running.']	Daily Life	Action Recognition	./subtitle/ZfNSxRiYfZQ.srt	Which of the following items is the man in the video doing at the gym?	A	A	1.0
773	ZfNSxRiYfZQ	./video/ZfNSxRiYfZQ.mp4	short	Life Record	['A. By bike.', 'B. By bus.', 'C. By subway.', 'D. By driving a car.']	Daily Life	Action Recognition	./subtitle/ZfNSxRiYfZQ.srt	What mode of transportation does the man in the video use to go out?	D	D	1.0
774	RU8IfXp7LbE	./video/RU8IfXp7LbE.mp4	short	Life Record	['A. 5:59 a.m.', 'B. 6:00 a.m.', 'C. 6:00 p.m.', 'D. 5:59 p.m.']	Daily Life	OCR Problems	./subtitle/RU8IfXp7LbE.srt	What time does the man in the video get up?	B	B	1.0
775	RU8IfXp7LbE	./video/RU8IfXp7LbE.mp4	short	Life Record	['A. Using the bathroom.', 'B. Swimming.', 'C. Taking a shower.', 'D. Brushing teeth.']	Daily Life	Action Recognition	./subtitle/RU8IfXp7LbE.srt	Which activity is not shown in the video?	C	C	1.0
776	RU8IfXp7LbE	./video/RU8IfXp7LbE.mp4	short	Life Record	['A. He refuels the car.', 'B. He performs a show for children.', 'C. He falls asleep.', 'D. He takes a shower.']	Daily Life	Action Recognition	./subtitle/RU8IfXp7LbE.srt	What does the man shown in the video do after swimming?	A	A	1.0
777	3E4Zca1p64s	./video/3E4Zca1p64s.mp4	short	Life Record	['A. iPhone 13.', 'B. Google Pixel 8.', 'C. Google Pixel 2.', 'D. Google Pixel 3.']	Daily Life	Object Recognition	./subtitle/3E4Zca1p64s.srt	What kind of cell phone is the person in the video using?	D	D	1.0
778	3E4Zca1p64s	./video/3E4Zca1p64s.mp4	short	Life Record	['A. Driving a car.', 'B. Spraying perfume.', 'C. Drinking water.', 'D. Charging the cell phone.']	Daily Life	Action Recognition	./subtitle/3E4Zca1p64s.srt	What does the person in the video do after brushing his teeth?	B	D	0.0
779	3E4Zca1p64s	./video/3E4Zca1p64s.mp4	short	Life Record	['A. Phone call.', 'B. Video editing.', 'C. Photo shooting.', 'D. Online games.']	Daily Life	Action Recognition	./subtitle/3E4Zca1p64s.srt	What feature of the cell phone did the person in the video use?	C	C	1.0
780	aWBRHk_-5as	./video/aWBRHk_-5as.mp4	short	Life Record	['A. Europe.', 'B. Asia.', 'C. America.', 'D. Australia.']	Travel	Spatial Reasoning	./subtitle/aWBRHk_-5as.srt	Which region is the most likely destination of the subject in the video?	B	B	1.0
781	aWBRHk_-5as	./video/aWBRHk_-5as.mp4	short	Life Record	['A. Black.', 'B. Yellow.', 'C. White.', 'D. Blue.']	Travel	Attribute Perception	./subtitle/aWBRHk_-5as.srt	Which color shirt is the protagonist wearing when he speaks in the car?	C	C	1.0
