task_type	prefix	duration	video	question	answer	candidates	index	prediction	score
needle	video/2_needle	467.98	needle_32.mp4	What unusual event happens while the woman is using the computer?	A hand comes out of the computer	['The computer crashes', 'The computer starts talking', 'The screen goes blank', 'A hand comes out of the computer']	780	(D) A hand comes out of the computer	1.0
needle	video/2_needle	467.98	needle_32.mp4	What is the woman doing on the computer?	Shopping online	['Writing an email', 'Watching a movie', 'Playing a game', 'Shopping online']	796	(A) Writing an email	1.0
needle	video/2_needle	1506.62	needle_38.mp4	What is a popular activity on the beach during the monsoon season?	Fishing	['Picnicking', 'Surfing', 'Playing volleyball', 'Fishing']	540	(D) Fishing	1.0
needle	video/2_needle	622.0	needle_147.mp4	Where is the senior businessman having a serious conversation on the cell phone?	By the sea shore	['By the sea shore', 'In a park', 'In his office', 'At a restaurant']	541	(C) In his office	0.0
needle	video/2_needle	622.0	needle_147.mp4	What is the senior businessman doing by the sea shore?	Having a serious conversation on the cell phone	['Eating lunch', 'Swimming in the sea', 'Reading a book', 'Having a serious conversation on the cell phone']	670	(C) Reading a book	0.0
needle	video/2_needle	622.0	needle_147.mp4	What is the appearance of the senior businessman by the sea shore?	Posh looking with glasses	['Posh looking with glasses', 'Sporty with a tracksuit', 'Casual with a hat', 'Formal with a suit']	783	(C) Casual with a hat	0.0
needle	video/2_needle	467.89	needle_33.mp4	What is the woman's appearance?	She is a beautiful woman	['She is an elderly woman', 'She is a young girl', 'She is a middle-aged woman', 'She is a beautiful woman']	542	(C) She is a middle-aged woman	0.0
needle	video/2_needle	467.89	needle_33.mp4	What is the woman's reaction when the hand comes out of the computer?	She is surprised	['She is surprised', 'She is not surprised', 'She laughs', 'She screams']	562	(B) She is not surprised	1.0
needle	video/2_needle	467.89	needle_33.mp4	What unusual event happens while the woman is using the computer?	A hand comes out of the computer	['A hand comes out of the computer', 'The computer crashes', 'The screen goes blank', 'The computer starts talking']	693	(A) A hand comes out of the computer	1.0
needle	video/2_needle	467.89	needle_33.mp4	What is the woman doing on the computer?	Shopping online	['Watching a movie', 'Playing a game', 'Shopping online', 'Writing an email']	766	(D) Writing an email	0.0
needle	video/2_needle	467.89	needle_33.mp4	What does the hand coming out of the computer do?	Delivers a product	"[""Takes the woman's credit card"", ""Shakes the woman's hand"", 'Points at something on the screen', 'Delivers a product']"	803	(C) Points at something on the screen	1.0
needle	video/2_needle	766.14	needle_119.mp4	Where is the basketball court located in the video?	On a cruise ship	['In a school', 'In a park', 'In a gym', 'On a cruise ship']	543	(D) On a cruise ship	0.0
needle	video/2_needle	766.14	needle_119.mp4	What is happening to the net on the basketball field in the video?	The sea wind is pumping it	['The sea wind is pumping it', 'It is being replaced', 'It is being painted', 'It is being cut']	595	(D) It is being cut	0.0
needle	video/2_needle	766.14	needle_119.mp4	What is the backdrop of the basketball in the video?	A bright multi-colored cloudy sky	['A forest', 'A city skyline', 'A bright multi-colored cloudy sky', 'A clear blue sky']	711	(C) A bright multi-colored cloudy sky	1.0
needle	video/2_needle	766.14	needle_119.mp4	What is the weather condition on the basketball court in the video?	Beautiful sunset	['Sunny', 'Rainy', 'Beautiful sunset', 'Cloudy']	837	(C) Beautiful sunset	1.0
needle	video/2_needle	6008.08	needle_126.mp4	What color is the water on the tropical beach in the video?	Azure blue	['Dark blue', 'Clear', 'Green', 'Azure blue']	544	(D) Azure blue	0.0
needle	video/2_needle	6008.08	needle_126.mp4	What type of beach is shown in the video?	Wild rocky beach	['Pebble beach', 'Man-made beach', 'Sandy beach', 'Wild rocky beach']	649	(D) Wild rocky beach	1.0
needle	video/2_needle	6008.08	needle_126.mp4	What type of view is provided of the tropical beach in the video?	Top down aerial view	['Close-up view', 'Side view', 'Top down aerial view', 'Bottom-up view']	788	(C) Top down aerial view	0.0
needle	video/2_needle	612.03	needle_142.mp4	What is at the remembrance war memorial in Toronto, Canada?	Thousands of Canadian flags	['A fountain', 'Thousands of Canadian flags', 'A large statue of a horse', 'A large statue of a soldier']	545	(B) Thousands of Canadian flags	0.0
needle	video/2_needle	612.03	needle_142.mp4	What is significant about the remembrance war memorial in Toronto, Canada?	It is surrounded by thousands of Canadian flags	['It is surrounded by thousands of American flags', 'It is surrounded by thousands of Canadian flags', 'There are no flags around it', 'It is surrounded by thousands of British flags']	790	(B) It is surrounded by thousands of Canadian flags	1.0
needle	video/2_needle	612.03	needle_142.mp4	Where is the remembrance war memorial with thousands of Canadian flags located?	Toronto, Canada	['Toronto, Canada', 'Vancouver, Canada', 'New York, USA', 'London, UK']	812	(A) Toronto, Canada	1.0
needle	video/2_needle	461.57	needle_29.mp4	What are the little girl and her grandmother doing together?	Reading a children's book	"['Watching TV', ""Reading a children's book"", 'Playing a game', 'Eating dinner']"	546	(C) Playing a game	0.0
needle	video/2_needle	461.57	needle_29.mp4	Who is the little girl sitting on while they read a children's book?	Her grandmother	['Her mother', 'Her sister', 'Her father', 'Her grandmother']	572	(A) Her mother	1.0
needle	video/2_needle	461.57	needle_29.mp4	What is the activity involving the little girl and her grandmother?	They are reading a children's book	"['They are painting', 'They are cooking', ""They are reading a children's book"", 'They are gardening']"	675	(C) They are reading a children's book	1.0
needle	video/2_needle	461.57	needle_29.mp4	Who is the little girl reading a book with?	Her grandmother	['Her brother', 'Her grandmother', 'Her friend', 'Her teacher']	787	(A) Her brother	1.0
needle	video/2_needle	635.6	needle_104.mp4	What is the obstacle in the middle of the road as the car with a broken windshield rides through the mountain country village?	A cow	['A flock of sheep', 'A fallen tree', 'A group of people', 'A cow']	547	(B) A fallen tree	1.0
needle	video/2_needle	635.6	needle_104.mp4	What is the condition of the car's windshield as it rides through the mountain country village?	The windshield is broken	['The windshield is covered in snow', 'The windshield is foggy', 'The windshield is broken', 'The windshield is clean']	574	(C) The windshield is broken	1.0
needle	video/2_needle	635.6	needle_104.mp4	What is the weather like as the car with a broken windshield rides through the mountain country village?	Summer sunny day	['Autumn rainy day', 'Winter snowy day', 'Spring cloudy day', 'Summer sunny day']	655	(B) Winter snowy day	1.0
needle	video/2_needle	478.7	needle_36.mp4	What type of view is provided of the tropical beach in the video?	Top down aerial view	['Close-up view', 'Bottom-up view', 'Top down aerial view', 'Side view']	548	(C) Top down aerial view	0.0
needle	video/2_needle	478.7	needle_36.mp4	What color is the water on the tropical beach in the video?	Azure blue	['Azure blue', 'Green', 'Dark blue', 'Clear']	676	(A) Azure blue	0.0
needle	video/2_needle	478.7	needle_36.mp4	What type of beach is shown in the video?	Wild rocky beach	['Wild rocky beach', 'Pebble beach', 'Man-made beach', 'Sandy beach']	777	(A) Wild rocky beach	1.0
needle	video/2_needle	478.7	needle_36.mp4	What is happening with the ocean waves in the video?	The waves are crashing on a wild rocky beach	['The waves are receding', 'The waves are crashing on a wild rocky beach', 'The waves are calm', 'The waves are crashing on a sandy beach']	791	(B) The waves are crashing on a wild rocky beach	0.0
needle	video/2_needle	458.58	needle_20.mp4	What is the weather like as the car with a broken windshield rides through the mountain country village?	Summer sunny day	['Autumn rainy day', 'Winter snowy day', 'Spring cloudy day', 'Summer sunny day']	549	(D) Summer sunny day	0.0
needle	video/2_needle	458.58	needle_20.mp4	From whose perspective is the scene of the car with a broken windshield riding through the mountain country village viewed?	Backseat passenger's view	"[""Pedestrian's view"", ""Driver's view"", ""Bird's eye view"", ""Backseat passenger's view""]"	551	(B) Driver's view	0.0
needle	video/2_needle	458.58	needle_20.mp4	What is the obstacle in the middle of the road as the car with a broken windshield rides through the mountain country village?	A cow	['A group of people', 'A fallen tree', 'A flock of sheep', 'A cow']	553	(D) A cow	1.0
needle	video/2_needle	458.58	needle_20.mp4	What is the condition of the car's windshield as it rides through the mountain country village?	The windshield is broken	['The windshield is foggy', 'The windshield is covered in snow', 'The windshield is broken', 'The windshield is clean']	555	(D) The windshield is clean	0.0
needle	video/2_needle	341.5	needle_120.mp4	Who is the little girl reading a book with?	Her grandmother	['Her friend', 'Her grandmother', 'Her teacher', 'Her brother']	550	(A) Her friend	0.0
needle	video/2_needle	341.5	needle_120.mp4	What is the activity involving the little girl and her grandmother?	They are reading a children's book	"['They are painting', 'They are gardening', 'They are cooking', ""They are reading a children's book""]"	576	(D) They are reading a children's book	0.0
needle	video/2_needle	341.5	needle_120.mp4	Who is the little girl sitting on while they read a children's book?	Her grandmother	['Her father', 'Her grandmother', 'Her sister', 'Her mother']	698	(D) Her mother	1.0
needle	video/2_needle	341.5	needle_120.mp4	What are the little girl and her grandmother doing together?	Reading a children's book	"[""Reading a children's book"", 'Eating dinner', 'Watching TV', 'Playing a game']"	818	(B) Eating dinner	1.0
needle	video/2_needle	762.02	needle_138.mp4	What are the two young women wearing in the street?	Trendy summer clothes	['Trendy summer clothes', 'Swimwear', 'Formal attire', 'Winter clothes']	552	(C) Formal attire	0.0
needle	video/2_needle	762.02	needle_138.mp4	What are the two young women doing on the bench in the street?	Communicating	['Sleeping', 'Running', 'Eating', 'Communicating']	579	(D) Communicating	0.0
needle	video/2_needle	762.02	needle_138.mp4	What accessory are the two young women wearing while sitting on the bench in the street?	Sunglasses	['Sunglasses', 'Gloves', 'Hats', 'Scarves']	604	(A) Sunglasses	0.0
needle	video/2_needle	762.02	needle_138.mp4	What is the mood of the two young women sitting on the bench in the street?	Positive	['Sad', 'Positive', 'Angry', 'Indifferent']	622	(B) Positive	1.0
needle	video/2_needle	1504.7	needle_51.mp4	What nationality are the kids having fun in the paddy field?	Malays	['American', 'Malays', 'Chinese', 'Indian']	554	(C) Chinese	1.0
needle	video/2_needle	1504.7	needle_51.mp4	What animals are tied beside the paddy field where the two Malays kids are having fun?	Cows	['Dogs', 'Horses', 'Cows', 'Sheep']	699	(C) Cows	0.0
needle	video/2_needle	1504.7	needle_51.mp4	What are the two kids doing in the paddy field?	Having fun	['Studying', 'Having fun', 'Playing football', 'Sleeping']	797	(B) Having fun	1.0
needle	video/2_needle	464.0	needle_19.mp4	What is the setting of the segment where people tourists are walking?	A beautiful fishing village	['A quiet forest', 'A bustling city', 'A beautiful fishing village', 'A crowded beach']	556	(A) A quiet forest	1.0
needle	video/2_needle	464.0	needle_19.mp4	Where are the people tourists walking?	On the embankment in a fishing village	['On a beach', 'In a forest', 'On the embankment in a fishing village', 'In a city']	557	(B) In a forest	1.0
needle	video/2_needle	464.0	needle_19.mp4	What activity are the people tourists engaged in at the fishing village?	Walking the embankment	['Fishing', 'Sightseeing', 'Swimming', 'Walking the embankment']	560	(A) Fishing	1.0
needle	video/2_needle	744.44	needle_106.mp4	What are the young mother and her son doing outdoors in the video?	They are decorating a Christmas tree	['They are having a picnic', 'They are making a snowman', 'They are playing with snow', 'They are decorating a Christmas tree']	558	(D) They are decorating a Christmas tree	1.0
needle	video/2_needle	744.44	needle_106.mp4	Who are decorating the Christmas tree outdoors in the video?	A young mother and her son	['A young father and his son', 'A young mother and her daughter', 'A young mother and her son', 'An elderly couple']	635	(C) A young mother and her son	1.0
needle	video/2_needle	744.44	needle_106.mp4	Where are the young mother and her son decorating the Christmas tree in the video?	Outdoors	['At a shopping mall', 'Indoors', 'Outdoors', 'In a park']	684	(C) Outdoors	1.0
needle	video/2_needle	469.2000000000001	needle_27.mp4	What is attached to the ears of the black cows eating hay at the farm outdoors on a summer sunny day?	Yellow tags	['Blue tags', 'Red tags', 'Yellow tags', 'Nothing']	559	(C) Yellow tags	1.0
needle	video/2_needle	469.2000000000001	needle_27.mp4	Where are the black cows with yellow tags on their ears eating hay on a sunny day?	At the farm	['At the farm', 'In the barn', 'In the forest', 'In the field']	665	(A) At the farm	1.0
needle	video/2_needle	469.2000000000001	needle_27.mp4	What color are the cows eating hay from the stall at the farm outdoors on a summer sunny day?	Black	['Spotted', 'Black', 'White', 'Brown']	690	(D) Brown	0.0
needle	video/2_needle	469.2000000000001	needle_27.mp4	What are the cows with yellow tags on their ears doing at the farm outdoors on a summer sunny day?	Eating hay	['Sleeping', 'Running', 'Eating hay', 'Drinking water']	801	(C) Eating hay	0.0
needle	video/2_needle	469.72	needle_54.mp4	What is the serious older mature businesswoman writing on the whiteboard?	Notes	['Her personal diary', 'A poem', 'Notes', 'A novel']	561	(C) Notes	1.0
needle	video/2_needle	469.72	needle_54.mp4	What is the older mature businesswoman holding while working on corporate strategy in office?	A marker	['A cup of coffee', 'A mobile phone', 'A laptop', 'A marker']	636	(C) A laptop	0.0
needle	video/2_needle	469.72	needle_54.mp4	Where is the middle aged female executive working on the corporate strategy?	In office	['In a cafe', 'In a park', 'In office', 'At home']	687	(C) In office	1.0
needle	video/2_needle	494.0	needle_18.mp4	Where are the people tourists walking?	On the embankment in a fishing village	['In a city', 'In a forest', 'On the embankment in a fishing village', 'On a beach']	563	(D) On a beach	1.0
needle	video/2_needle	494.0	needle_18.mp4	What activity are the people tourists engaged in at the fishing village?	Walking the embankment	['Swimming', 'Fishing', 'Walking the embankment', 'Sightseeing']	566	(B) Fishing	0.0
needle	video/2_needle	399.38	needle_146.mp4	What tool is being used by the dentist and his assistant while treating the patient's teeth in the video segment?	Face bow	['Dental drill', 'Face bow', 'Dental scaler', 'Dental mirror']	564	(C) Dental scaler	1.0
needle	video/2_needle	399.38	needle_146.mp4	Who are using the face bow in the video segment?	The dentist and his assistant	['The assistant alone', 'The dentist and his assistant', 'The patient', 'The dentist alone']	806	(B) The dentist and his assistant	0.0
needle	video/2_needle	461.04	needle_69.mp4	What season is it when the little Asian girl in a bikini is creating sand piles on the beach at sunset?	Summer	['Autumn', 'Winter', 'Summer', 'Spring']	565	(C) Summer	0.0
needle	video/2_needle	461.04	needle_69.mp4	What is the little Asian girl wearing while creating sand piles on the beach at sunset?	A bikini	['A dress', 'A swimsuit', 'Shorts and a t-shirt', 'A bikini']	707	(C) Shorts and a t-shirt	1.0
